id,completion_date,group,user,job_id,tool,host,duration,queue_time,status,resources1,resources2,resources3,resources4,resources5
41510,16/07/2023 03:27:17,/proj/users.ci,ci,6206716,xrun,hl-xn124,7s,0s,Done,CORES/1,RAM/512,,,
41511,16/07/2023 03:27:38,/proj/users.ci,ci,6206730,xrun,hl-xn124,20s,0s,Failed,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,Limit:cluster_sim_ci#1,
41512,16/07/2023 03:28:14,/proj/users.ci,ci,6206736,xrun,hl-xn124,4s,0s,Done,CORES/1,RAM/512,,,
41513,16/07/2023 03:28:33,/proj/users.ci,ci,6206740,xrun,hl-xn124,18s,0s,Failed,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,Limit:cluster_sim_ci#1,
41514,16/07/2023 03:29:09,/proj/users.ci,ci,6206744,xrun,hl-xn124,5s,0s,Done,CORES/1,RAM/512,,,
41515,16/07/2023 03:29:28,/proj/users.ci,ci,6206748,xrun,hl-xn124,19s,0s,Failed,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,Limit:cluster_sim_ci#1,
41516,16/07/2023 03:30:02,/proj/users.ci,ci,6206752,xrun,hl-xn124,4s,0s,Done,CORES/1,RAM/512,,,
41517,16/07/2023 03:30:21,/proj/users.ci,ci,6206756,xrun,hl-xn124,18s,0s,Failed,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,Limit:cluster_sim_ci#1,
41518,16/07/2023 03:30:42,/proj/users.ci,ci,6206760,xrun,hl-xn124,13s,0s,Done,CORES/1,RAM/512,,,
41519,16/07/2023 03:30:52,/proj/users.ci,ci,6206764,xrun,hl-xn124,10s,0s,Failed,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,Limit:cluster_sim_ci#1,
41520,16/07/2023 03:30:53,/proj/users.ci,ci,6206773,xrun,hl-xn134,5s,0s,Done,CORES/1,RAM/512,,,
41521,16/07/2023 03:31:02,/proj/users.ci,ci,6206768,xrun,hl-xn134,14s,0s,Done,CORES/1,RAM/2000,,,
41522,16/07/2023 03:31:23,/proj/users.ci,ci,6206776,xrun,hl-xn124,30s,0s,Failed,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,Limit:cluster_sim_ci#1,
41523,16/07/2023 03:31:30,/proj/users.ci,ci,6206781,xrun,hl-xn134,27s,0s,Failed,CORES/1,RAM/8000,License:Xcelium_Single_Core#1,Limit:core_top_two_clusters_sim_ci#1,
41524,16/07/2023 03:31:58,/proj/users.ci,ci,6206787,xrun,hl-xn124,5s,0s,Done,CORES/1,RAM/512,,,
41525,16/07/2023 03:32:31,/proj/users.ci,ci,6206791,xrun,hl-xn124,31s,0s,Failed,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,Limit:cluster_sim_ci#1,
41526,16/07/2023 03:33:06,/proj/users.ci,ci,6206795,xrun,hl-xn124,5s,0s,Done,CORES/1,RAM/512,,,
41527,16/07/2023 03:33:44,/proj/users.ci,ci,6206799,xrun,hl-xn124,38s,0s,Failed,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,Limit:cluster_sim_ci#1,
41528,16/07/2023 03:34:20,/proj/users.ci,ci,6206803,xrun,hl-xn124,4s,0s,Done,CORES/1,RAM/512,,,
41529,16/07/2023 03:35:00,/proj/users.ci,ci,6206807,xrun,hl-xn124,39s,0s,Failed,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,Limit:cluster_sim_ci#1,
41530,16/07/2023 03:35:36,/proj/users.ci,ci,6206811,xrun,hl-xn124,5s,0s,Done,CORES/1,RAM/512,,,
41531,16/07/2023 03:35:51,/proj/users.ci,ci,6206815,xrun,hl-xn124,14s,0s,Failed,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,Limit:cluster_sim_ci#1,
41532,16/07/2023 03:36:22,/proj/users.ci,ci,6206819,xrun,hl-xn124,4s,0s,Done,CORES/1,RAM/512,,,
41533,16/07/2023 03:36:42,/proj/users.ci,ci,6206823,xrun,hl-xn124,19s,0s,Failed,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,Limit:cluster_sim_ci#1,
41534,16/07/2023 03:37:14,/proj/users.ci,ci,6206827,xrun,hl-xn124,5s,0s,Done,CORES/1,RAM/512,,,
41535,16/07/2023 03:37:52,/proj/users.ci,ci,6206831,xrun,hl-xn124,37s,0s,Failed,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,Limit:cluster_sim_ci#1,
41536,16/07/2023 03:38:40,/proj/users.ci,ci,6206843,xrun,hl-xn124,5s,0s,Done,CORES/1,RAM/512,,,
41537,16/07/2023 03:42:36,/proj/users.ci,ci,6206847,xrun,hl-xn124,3m55s,0s,Failed,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,Limit:cluster_sim_ci#1,
41538,16/07/2023 03:48:48,/proj/users.ci,ci,6206851,xrun,hl-xn124,13s,0s,Done,CORES/1,RAM/2048MB,License:Xcelium_Single_Core#1,,
41539,16/07/2023 03:50:56,/proj/users.ci,ci,6206865,xrun,hl-xn124,2m06s,0s,Failed,CORES/1,RAM/2048MB,License:Xcelium_Single_Core#1,,
41540,16/07/2023 03:51:34,/proj/users.ci,ci,6206869,xrun,hl-xn124,8s,0s,Done,CORES/1,RAM/2048MB,License:Xcelium_Single_Core#1,,
41541,16/07/2023 03:56:41,/proj/users.ci,ci,6206875,xrun,hl-xn124,5m06s,0s,Failed,CORES/1,RAM/2048MB,License:Xcelium_Single_Core#1,,
41542,16/07/2023 03:57:16,/proj/users.ci,ci,6206879,xrun,hl-xn124,8s,0s,Done,CORES/1,RAM/2048MB,License:Xcelium_Single_Core#1,,
41543,16/07/2023 03:59:43,/proj/users.ci,ci,6206885,xrun,hl-xn124,2m26s,0s,Failed,CORES/1,RAM/2048MB,License:Xcelium_Single_Core#1,,
41544,16/07/2023 06:34:45,/proj/users.ci,ci,6207009,xrun,hl-xn124,6s,0s,Done,CORES/1,RAM/512,,,
41545,16/07/2023 06:35:02,/proj/users.ci,ci,6207023,xrun,hl-xn124,16s,0s,Failed,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,Limit:cluster_sim_ci#1,
41546,16/07/2023 06:56:38,/proj/users.ci,ci,6207045,xrun,hl-xn124,4s,0s,Done,CORES/1,RAM/512,,,
41547,16/07/2023 06:56:55,/proj/users.ci,ci,6207051,xrun,hl-xn124,16s,0s,Failed,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,Limit:cluster_sim_ci#1,
41548,16/07/2023 07:06:37,/proj/users.ci,ci,6207057,xrun,hl-xn124,4s,0s,Done,CORES/1,RAM/512,,,
41549,16/07/2023 07:06:54,/proj/users.ci,ci,6207071,xrun,hl-xn124,16s,0s,Failed,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,Limit:cluster_sim_ci#1,
41550,16/07/2023 07:16:05,/proj/users.ci,ci,6207077,xrun,hl-xn124,5s,0s,Done,CORES/1,RAM/512,,,
41551,16/07/2023 07:16:21,/proj/users.ci,ci,6207083,xrun,hl-xn124,15s,0s,Failed,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,Limit:cluster_sim_ci#1,
41552,16/07/2023 07:49:13,/proj/users.ci,ci,6207121,xrun,hl-xn124,4s,0s,Done,CORES/1,RAM/512,,,
41553,16/07/2023 07:49:30,/proj/users.ci,ci,6207127,xrun,hl-xn124,16s,0s,Failed,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,Limit:cluster_sim_ci#1,
41554,16/07/2023 08:00:03,/proj/users.ci,ci,6207141,xrun,hl-xn124,4s,0s,Done,CORES/1,RAM/512,,,
41555,16/07/2023 08:00:20,/proj/users.ci,ci,6207147,xrun,hl-xn124,16s,0s,Failed,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,Limit:cluster_sim_ci#1,
41556,16/07/2023 08:05:39,/proj/users.mannyn,mannyn,6207153,vmanager,hl-xn124,18s,0s,Done,CORES/1,RAM/1536,,,
41557,16/07/2023 08:08:50,/proj/users.mannyn,mannyn,6207162,vmanager,hl-xn134,2s,0s,Done,CORES/1,RAM/1536,,,
41558,16/07/2023 08:21:24,/proj/vm.mannyn,mannyn,6207158,vm_remote_job2,hl-xn124,15m35s,0s,Done,CORES/1,RAM/10000,,,
41559,16/07/2023 08:36:08,/proj/vm.mannyn,mannyn,6207182,vm_remote_job2,hl-xn124,14m44s,0s,Done,CORES/1,RAM/10000,,,
41560,16/07/2023 08:38:34,/proj/vm.mannyn,mannyn,6207198,vm_remote_job2,hl-xn124,2m25s,0s,Done,CORES/1,RAM/12000,License:Xcelium_Single_Core#1,License:MM_lpddr4#1,
41561,16/07/2023 08:40:54,/proj/vm.mannyn,mannyn,6207202,vm_remote_job2,hl-xn124,2m20s,0s,Done,CORES/1,RAM/12000,License:Xcelium_Single_Core#1,License:MM_lpddr4#1,
41562,16/07/2023 08:43:20,/proj/vm.mannyn,mannyn,6207206,vm_remote_job2,hl-xn124,2m26s,0s,Done,CORES/1,RAM/12000,License:Xcelium_Single_Core#1,License:MM_lpddr4#1,
41563,16/07/2023 08:45:51,/proj/vm.mannyn,mannyn,6207218,vm_remote_job2,hl-xn124,2m31s,0s,Done,CORES/1,RAM/12000,License:Xcelium_Single_Core#1,License:MM_lpddr4#1,
41564,16/07/2023 08:50:36,/proj/vm.mannyn,mannyn,6207222,vm_remote_job2,hl-xn124,4m45s,0s,Done,CORES/1,RAM/12000,License:Xcelium_Single_Core#1,License:MM_lpddr4#1,
41565,16/07/2023 08:55:09,/proj/users.juser-vlsi,juser-vlsi,6207247,vmanager,hl-xn126,15s,0s,Done,CORES/1,RAM/1536,,,
41566,16/07/2023 08:55:19,/proj/vm.mannyn,mannyn,6207226,vm_remote_job2,hl-xn124,4m43s,0s,Done,CORES/1,RAM/12000,License:Xcelium_Single_Core#1,License:MM_lpddr4#1,
41567,16/07/2023 08:56:34,/proj/users.juser-vlsi,juser-vlsi,6207274,vmanager,hl-xn126,16s,0s,Done,CORES/1,RAM/1536,,,
41568,16/07/2023 08:58:40,/proj/vm.mannyn,mannyn,6207268,vm_remote_job2,hl-xn124,3m31s,0s,Done,CORES/1,RAM/12000,License:Xcelium_Single_Core#1,License:MM_lpddr4#1,
41569,16/07/2023 08:58:53,/proj/vm.mannyn,mannyn,6207258,vm_remote_job2,hl-xn124,3m45s,0s,Done,CORES/1,RAM/12000,License:Xcelium_Single_Core#1,License:MM_lpddr4#1,
41570,16/07/2023 08:59:36,/proj/vm.mannyn,mannyn,6207266,vm_remote_job2,hl-xn121,4m27s,0s,Done,CORES/1,RAM/12000,License:Xcelium_Single_Core#1,License:MM_lpddr4#1,
41571,16/07/2023 09:00:37,/proj/vm.mannyn,mannyn,6207270,vm_remote_job2,hl-xn127,5m28s,0s,Done,CORES/1,RAM/12000,License:Xcelium_Single_Core#1,License:MM_lpddr4#1,
41572,16/07/2023 09:00:47,/proj/vm.mannyn,mannyn,6207262,vm_remote_job2,hl-xn126,5m39s,0s,Done,CORES/1,RAM/12000,License:Xcelium_Single_Core#1,License:MM_lpddr4#1,
41573,16/07/2023 09:00:51,/proj/vm.mannyn,mannyn,6207264,vm_remote_job2,hl-xn126,5m42s,0s,Done,CORES/1,RAM/12000,License:Xcelium_Single_Core#1,License:MM_lpddr4#1,
41574,16/07/2023 09:01:10,/proj/vm.mannyn,mannyn,6207272,vm_remote_job2,hl-xn124,5m51s,0s,Done,CORES/1,RAM/12000,License:Xcelium_Single_Core#1,License:MM_lpddr4#1,
41575,16/07/2023 09:01:15,/proj/vm.mannyn,mannyn,6207252,vm_remote_job2,hl-xn121,6m07s,0s,Done,CORES/1,RAM/12000,License:Xcelium_Single_Core#1,License:MM_lpddr4#1,
41576,16/07/2023 09:01:23,/proj/vm.mannyn,mannyn,6207260,vm_remote_job2,hl-xn127,6m15s,0s,Done,CORES/1,RAM/12000,License:Xcelium_Single_Core#1,License:MM_lpddr4#1,
41577,16/07/2023 09:01:37,/proj/users.mannyn,mannyn,6207230,xrun,hl-xn134,7m45s,0s,Done,CORES/1,RAM/10000,,,
41578,16/07/2023 09:02:03,/proj/vm.mannyn,mannyn,6207256,vm_remote_job2,hl-xn127,6m55s,0s,Done,CORES/1,RAM/12000,License:Xcelium_Single_Core#1,License:MM_lpddr4#1,
41579,16/07/2023 09:02:36,/proj/users.mannyn,mannyn,6207287,vm_remote_job2,hl-xn134,20s,0s,Done,linux64,RAM/1024,CORES/1,,
41580,16/07/2023 09:09:12,/time/users.juser-vlsi,juser-vlsi,6207299,vwi,hl-xn134,4m05s,0s,Done,CORES/1,RAM/10GB,,,
41581,16/07/2023 09:10:55,/proj/vm.juser-vlsi,juser-vlsi,6207332,vm_remote_job2,hl-xn124,1m08s,0s,Done,CORES/1,RAM/128,,,
41582,16/07/2023 09:12:46,/proj/vm.juser-vlsi,juser-vlsi,6207328,vm_remote_job2,hl-xn121,2m59s,0s,Done,CORES/1,RAM/512,,,
41583,16/07/2023 09:13:45,/proj/users.mannyn,mannyn,6207281,xrun,hl-xn124,11m49s,0s,Done,CORES/1,RAM/10000,License:Xcelium_Single_Core#1,,
41584,16/07/2023 09:14:54,/proj/vm.juser-vlsi,juser-vlsi,6207336,vm_remote_job2,hl-xn127,5m07s,0s,Done,CORES/1,RAM/512,,,
41585,16/07/2023 09:20:22,/time/users.amirr,amirr,6207376,vwi,hl-xn134,22s,0s,Done,CORES/0,RAM/512,,,
41586,16/07/2023 09:20:51,/proj/users.juser-vlsi,juser-vlsi,6207277,vmanager,hl-xn126,24m15s,0s,Done,CORES/1,RAM/1536,,,
41587,16/07/2023 09:21:05,/proj/vm.juser-vlsi,juser-vlsi,6207324,vm_remote_job2,hl-xn126,11m18s,0s,Done,CORES/1,RAM/10000,,,
41588,16/07/2023 09:21:15,/time/users.amirr,amirr,6207383,vwi,hl-xn126,3s,0s,Done,CORES/0,RAM/512,,,
41589,16/07/2023 09:21:38,/proj/vm.juser-vlsi,juser-vlsi,6207356,vm_remote_job2,hl-xn121,8m49s,0s,Done,CORES/1,RAM/10000,,,
41590,16/07/2023 09:22:17,/time/users.amirr,amirr,6207384,vwi,hl-xn126,51s,0s,Done,CORES/0,RAM/512,,,
41591,16/07/2023 09:22:31,/proj/vm.juser-vlsi,juser-vlsi,6207340,vm_remote_job2,hl-xn126,12m44s,0s,Done,CORES/1,RAM/8000,,,
41592,16/07/2023 09:23:06,/time/users.amirr,amirr,6207398,vwi,hl-xn126,13s,0s,Done,CORES/0,RAM/512,,,
41593,16/07/2023 09:23:26,/proj/vm.juser-vlsi,juser-vlsi,6207379,vm_remote_job2,hl-xn126,2m21s,0s,Done,CORES/1,RAM/128,,,
41594,16/07/2023 09:23:36,/proj/vm.juser-vlsi,juser-vlsi,6207348,vm_remote_job2,hl-xn124,13m48s,0s,Done,CORES/1,RAM/10000,,,
41595,16/07/2023 09:23:41,/proj/vm.juser-vlsi,juser-vlsi,6207344,vm_remote_job2,hl-xn121,13m53s,0s,Done,CORES/1,RAM/10000,,,
41596,16/07/2023 09:23:49,/proj/vm.juser-vlsi,juser-vlsi,6207312,vm_remote_job2,hl-xn127,14m03s,0s,Done,CORES/1,RAM/10000,,,
41597,16/07/2023 09:23:50,/proj/vm.juser-vlsi,juser-vlsi,6207352,vm_remote_job2,hl-xn124,12m55s,0s,Done,CORES/1,RAM/8000,,,
41598,16/07/2023 09:24:13,/proj/vm.juser-vlsi,juser-vlsi,6207362,vm_remote_job2,hl-xn127,9m19s,0s,Done,CORES/1,RAM/40000,,,
41599,16/07/2023 09:25:02,/proj/vm.juser-vlsi,juser-vlsi,6207320,vm_remote_job2,hl-xn127,15m16s,0s,Done,CORES/1,RAM/10000,,,
41600,16/07/2023 09:25:06,/proj/vm.juser-vlsi,juser-vlsi,6207399,vm_remote_job2,hl-xn126,1m36s,0s,Done,CORES/1,RAM/10000,License:Xcelium_Single_Core#1,,
41601,16/07/2023 09:25:26,/proj/vm.juser-vlsi,juser-vlsi,6207316,vm_remote_job2,hl-xn124,15m40s,0s,Done,CORES/1,RAM/10000,,,
41602,16/07/2023 09:26:23,/proj/vm.juser-vlsi,juser-vlsi,6207411,vm_remote_job2,hl-xn127,2m29s,0s,Done,CORES/1,RAM/10000,License:Xcelium_Single_Core#1,,
41603,16/07/2023 09:26:24,/proj/users.mannyn,mannyn,6207302,xrun,hl-xn121,19m43s,0s,Done,CORES/1,RAM/10000,,,
41604,16/07/2023 09:26:56,/proj/vm.juser-vlsi,juser-vlsi,6207427,vm_remote_job2,hl-xn126,1m47s,0s,Done,CORES/1,RAM/2000,License:Xcelium_Single_Core#1,License:VIP_PCIE_3_PS#1,
41605,16/07/2023 09:27:20,/proj/vm.juser-vlsi,juser-vlsi,6207435,vm_remote_job2,hl-xn127,56s,0s,Done,CORES/1,RAM/256,License:Xcelium_Single_Core#1,,
41606,16/07/2023 09:27:51,/proj/vm.juser-vlsi,juser-vlsi,6207413,vm_remote_job2,hl-xn127,3m38s,0s,Done,CORES/1,RAM/10000,License:Xcelium_Single_Core#1,,
41607,16/07/2023 09:28:01,/proj/users.amirr,amirr,6207450,xrun,hl-xn124,51s,0s,Failed,CORES/1,RAM/512,,,
41608,16/07/2023 09:28:18,/proj/vm.juser-vlsi,juser-vlsi,6207403,vm_remote_job2,hl-xn126,4m42s,0s,Done,CORES/1,RAM/10000,License:Xcelium_Single_Core#1,,
41609,16/07/2023 09:28:36,/proj/vm.juser-vlsi,juser-vlsi,6207455,vm_remote_job2,hl-xn127,1m12s,0s,Done,CORES/1,RAM/10000,License:Xcelium_Single_Core#1,License:MM_lpddr4#1,
41610,16/07/2023 09:28:41,/proj/vm.juser-vlsi,juser-vlsi,6207416,vm_remote_job2,hl-xn127,3m39s,0s,Done,CORES/1,RAM/12000,License:Xcelium_Single_Core#1,,
41611,16/07/2023 09:29:23,/time/users.amirr,amirr,6207475,vwi,hl-xn124,1s,0s,Done,CORES/0,RAM/512,,,
41612,16/07/2023 09:29:37,/proj/vm.juser-vlsi,juser-vlsi,6207446,vm_remote_job2,hl-xn126,2m38s,0s,Done,CORES/1,RAM/10000,License:Xcelium_Single_Core#1,,
41613,16/07/2023 09:30:00,/time/users.amirr,amirr,6207486,vwi,hl-xn134,1s,0s,Done,CORES/0,RAM/512,,,
41614,16/07/2023 09:30:06,/time/users.amirr,amirr,6207487,vwi,hl-xn134,2s,0s,Done,CORES/0,RAM/512,,,
41615,16/07/2023 09:30:15,/time/users.amirr,amirr,6207488,vwi,hl-xn134,1s,0s,Done,CORES/0,RAM/512,,,
41616,16/07/2023 09:30:21,/proj/vm.juser-vlsi,juser-vlsi,6207478,vm_remote_job2,hl-xn126,44s,0s,Done,CORES/1,RAM/1024,License:Xcelium_Single_Core#1,License:MM_lpddr4#1,
41617,16/07/2023 09:30:50,/proj/users.mannyn,mannyn,6207389,xrun,hl-xn134,8m40s,0s,Done,CORES/1,RAM/10000,,,
41618,16/07/2023 09:31:01,/proj/vm.juser-vlsi,juser-vlsi,6207405,vm_remote_job2,hl-xn121,7m17s,0s,Done,CORES/1,RAM/10000,License:Xcelium_Single_Core#1,,
41619,16/07/2023 09:31:18,/proj/vm.juser-vlsi,juser-vlsi,6207467,vm_remote_job2,hl-xn127,2m42s,0s,Done,CORES/1,RAM/10000,License:Xcelium_Single_Core#1,License:VIP_JTAG#1,
41620,16/07/2023 09:31:21,/proj/vm.juser-vlsi,juser-vlsi,6207407,vm_remote_job2,hl-xn124,7m29s,0s,Done,CORES/1,RAM/10000,License:Xcelium_Single_Core#1,,
41621,16/07/2023 09:31:34,/proj/users.juser-vlsi,juser-vlsi,6207506,vm_remote_job2,hl-xn127,13s,0s,Done,CORES/1,RAM/20480MB,License:AscentLintBase#1,,
41622,16/07/2023 09:31:40,/proj/vm.juser-vlsi,juser-vlsi,6207463,vm_remote_job2,hl-xn126,3m19s,0s,Done,CORES/1,RAM/10000,License:Xcelium_Single_Core#1,,
41623,16/07/2023 09:32:35,/proj/vm.juser-vlsi,juser-vlsi,6207431,vm_remote_job2,hl-xn124,7m06s,0s,Done,CORES/1,RAM/10000,License:Xcelium_Single_Core#1,,
41624,16/07/2023 09:32:46,/proj/users.amirr,amirr,6207489,xrun,hl-xn126,2m24s,0s,Done,CORES/1,RAM/512,,,
41625,16/07/2023 09:33:28,/proj/vm.juser-vlsi,juser-vlsi,6207510,vm_remote_job2,hl-xn124,2m04s,0s,Done,CORES/1,RAM/512,,,
41626,16/07/2023 09:33:48,/proj/users.amirr,amirr,6207372,vmanager,hl-xn124,15m51s,0s,Done,CORES/1,RAM/1536,,,
41627,16/07/2023 09:34:10,/proj/vm.juser-vlsi,juser-vlsi,6207471,vm_remote_job2,hl-xn127,5m29s,0s,Done,CORES/1,RAM/40000,License:Xcelium_Single_Core#1,,
41628,16/07/2023 09:35:31,/proj/vm.juser-vlsi,juser-vlsi,6207394,vm_remote_job2,hl-xn126,13m00s,0s,Done,CORES/1,RAM/10000,,,
41629,16/07/2023 09:36:56,/proj/users.amirr,amirr,6207514,xrun,hl-xn126,4m04s,0s,Failed,CORES/1,RAM/2000,License:Xcelium_Single_Core#1,License:VIP_PCIE_3_PS#1,
41630,16/07/2023 09:37:25,/proj/vm.juser-vlsi,juser-vlsi,6207498,vm_remote_job2,hl-xn121,6m21s,0s,Done,CORES/1,RAM/10000,License:Xcelium_Single_Core#1,,
41631,16/07/2023 09:38:06,/proj/users.mannyn,mannyn,6207500,xrun,hl-xn134,6m57s,0s,Done,CORES/1,RAM/10000,License:Xcelium_Single_Core#1,,
41632,16/07/2023 09:38:13,/proj/vm.juser-vlsi,juser-vlsi,6207525,vm_remote_job2,hl-xn127,2m42s,0s,Done,CORES/1,RAM/10000,License:Xcelium_Single_Core#1,License:MM_lpddr4#1,
41633,16/07/2023 09:38:56,/proj/vm.juser-vlsi,juser-vlsi,6207494,vm_remote_job2,hl-xn134,8m32s,0s,Done,CORES/1,RAM/10000,License:Xcelium_Single_Core#1,,
41634,16/07/2023 09:40:28,/proj/vm.juser-vlsi,juser-vlsi,6207385,vm_remote_job2,hl-xn121,18m46s,0s,Done,CORES/1,RAM/40000,,,
41635,16/07/2023 09:42:56,/proj/vm.juser-vlsi,juser-vlsi,6207535,vm_remote_job2,hl-xn126,2m27s,0s,Done,CORES/1,RAM/40000,License:Xcelium_Single_Core#1,,
41636,16/07/2023 09:43:04,/proj/vm.juser-vlsi,juser-vlsi,6207459,vm_remote_job2,hl-xn127,15m10s,0s,Done,CORES/1,RAM/15000,License:Xcelium_Single_Core#1,License:MM_lpddr4#1,
41637,16/07/2023 09:43:34,/proj/users.juser-vlsi,juser-vlsi,6207539,vm_remote_job2,hl-xn126,27s,0s,Done,linux64,RAM/1024,CORES/1,,
41638,16/07/2023 09:43:36,/proj/users.juser-vlsi,juser-vlsi,6207307,vmanager,hl-xn134,34m16s,0s,Done,CORES/1,RAM/1536,,,
41639,16/07/2023 09:44:30,/proj/users.juser-vlsi,juser-vlsi,6207543,vmanager,hl-xn134,11s,0s,Done,CORES/1,RAM/1536,,,
41640,16/07/2023 09:48:32,/time/users.mannyn,mannyn,6207556,simvision,hl-xn134,2s,0s,Failed,CORES/0,RAM/1024,License:Affirma_sim_analysis_env#1,,
41641,16/07/2023 09:56:45,/proj/users.ofirf,ofirf,6207561,vmanager,hl-xn134,13s,0s,Done,CORES/1,RAM/1536,,,
41642,16/07/2023 09:58:19,/proj/vm.ofirf,ofirf,6207573,vm_remote_job2,hl-xn134,1m22s,0s,Done,CORES/1,RAM/512,,,
41643,16/07/2023 09:58:29,/proj/vm.ofirf,ofirf,6207593,vm_remote_job2,hl-xn127,8s,0s,Failed,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
41644,16/07/2023 09:58:30,/proj/vm.ofirf,ofirf,6207595,vm_remote_job2,hl-xn126,9s,0s,Failed,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
41645,16/07/2023 09:58:30,/proj/vm.ofirf,ofirf,6207583,vm_remote_job2,hl-xn127,10s,0s,Failed,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
41646,16/07/2023 09:58:30,/proj/vm.ofirf,ofirf,6207591,vm_remote_job2,hl-xn124,9s,0s,Failed,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
41647,16/07/2023 09:58:31,/proj/vm.ofirf,ofirf,6207607,vm_remote_job2,hl-xn134,9s,0s,Failed,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
41648,16/07/2023 09:58:31,/proj/vm.ofirf,ofirf,6207601,vm_remote_job2,hl-xn134,9s,0s,Failed,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
41649,16/07/2023 09:58:32,/proj/vm.ofirf,ofirf,6207587,vm_remote_job2,hl-xn126,12s,0s,Failed,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
41650,16/07/2023 09:58:32,/proj/vm.ofirf,ofirf,6207589,vm_remote_job2,hl-xn121,12s,0s,Failed,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
41651,16/07/2023 09:58:33,/proj/vm.ofirf,ofirf,6207585,vm_remote_job2,hl-xn127,13s,0s,Failed,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
41652,16/07/2023 09:58:33,/proj/vm.ofirf,ofirf,6207603,vm_remote_job2,hl-xn134,11s,0s,Failed,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
41653,16/07/2023 09:58:33,/proj/vm.ofirf,ofirf,6207577,vm_remote_job2,hl-xn134,14s,0s,Failed,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
41654,16/07/2023 09:58:34,/proj/vm.ofirf,ofirf,6207599,vm_remote_job2,hl-xn124,12s,0s,Failed,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
41655,16/07/2023 09:58:34,/proj/vm.ofirf,ofirf,6207581,vm_remote_job2,hl-xn126,14s,0s,Failed,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
41656,16/07/2023 09:58:35,/proj/vm.ofirf,ofirf,6207597,vm_remote_job2,hl-xn121,14s,0s,Failed,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
41657,16/07/2023 09:58:38,/proj/vm.ofirf,ofirf,6207605,vm_remote_job2,hl-xn134,16s,0s,Failed,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
41658,16/07/2023 10:01:59,/time/users.cdncuser,cdncuser,6093722,firefox,hl-xn134,6d15h,0s,Failed,CORES/0,RAM/512,,,
41659,16/07/2023 10:04:44,/time/users.avis,avis,6207612,xrun,hl-xn134,2s,0s,Failed,linux64,RAM/1024,CORES/1,,
41660,16/07/2023 10:05:16,/time/users.avis,avis,6207620,xrun,hl-xn126,0s,0s,Failed,linux64,RAM/1024,CORES/1,,
41661,16/07/2023 10:06:02,/time/users.avis,avis,6207622,xrun,hl-xn126,0s,0s,Failed,linux64,RAM/1024,CORES/1,,
41662,16/07/2023 10:06:56,/time/users.avis,avis,6207625,xrun,hl-xn126,6s,0s,Failed,linux64,RAM/1024,CORES/1,,
41663,16/07/2023 10:08:09,/time/users.avis,avis,6207636,xrun,hl-xn126,1s,0s,Failed,linux64,RAM/1024,CORES/1,,
41664,16/07/2023 10:08:53,/time/users.juser-vlsi,juser-vlsi,6207609,vwi,hl-xn134,8m33s,0s,Done,CORES/1,RAM/10GB,,,
41665,16/07/2023 10:09:03,/time/users.avis,avis,6207639,xrun,hl-xn126,24s,0s,Failed,linux64,RAM/1024,CORES/1,,
41666,16/07/2023 10:09:53,/proj/vm.juser-vlsi,juser-vlsi,6207679,vm_remote_job2,hl-xn121,26s,0s,Done,CORES/1,RAM/128,,,
41667,16/07/2023 10:09:56,/proj/vm.juser-vlsi,juser-vlsi,6207663,vm_remote_job2,hl-xn121,30s,0s,Done,CORES/1,RAM/512,,,
