id,completion_date,group,user,job_id,tool,host,duration,queue_time,status,resources1,resources2,resources3,resources4,resources5
41888,16/07/2023 10:56:26,/proj/vm.ofirf,ofirf,6208225,vm_remote_job2,hl-xn134,5m55s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
41889,16/07/2023 10:56:37,/proj/users.sharonr,sharonr,6208361,vmanager,hl-xn134,15s,0s,Done,CORES/1,RAM/1536,,,
41890,16/07/2023 10:56:51,/proj/vm.ofirf,ofirf,6207830,vm_remote_job2,hl-xn126,42m25s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
41891,16/07/2023 10:57:02,/proj/vm.sharonr,sharonr,6208259,vm_remote_job2,hl-xn134,4m54s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
41892,16/07/2023 10:57:02,/proj/vm.sharonr,sharonr,6208263,vm_remote_job2,hl-xn134,4m53s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
41893,16/07/2023 10:57:04,/proj/vm.sharonr,sharonr,6208297,vm_remote_job2,hl-xn124,3m45s,0s,Failed,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
41894,16/07/2023 10:57:04,/proj/vm.sharonr,sharonr,6208245,vm_remote_job2,hl-xn137,4m57s,0s,Failed,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
41895,16/07/2023 10:57:05,/proj/vm.ofirf,ofirf,6208205,vm_remote_job2,hl-xn134,8m38s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
41896,16/07/2023 10:57:06,/proj/vm.sharonr,sharonr,6208257,vm_remote_job2,hl-xn137,4m58s,0s,Failed,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
41897,16/07/2023 10:57:06,/proj/vm.sharonr,sharonr,6208338,vm_remote_job2,hl-xn137,2m24s,0s,Failed,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
41898,16/07/2023 10:57:06,/proj/vm.sharonr,sharonr,6208209,vm_remote_job2,hl-xn126,8m16s,0s,Failed,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
41899,16/07/2023 10:57:06,/proj/vm.sharonr,sharonr,6208303,vm_remote_job2,hl-xn127,3m33s,0s,Failed,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
41900,16/07/2023 10:57:06,/proj/vm.sharonr,sharonr,6208307,vm_remote_job2,hl-xn137,3m23s,0s,Failed,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
41901,16/07/2023 10:57:07,/proj/vm.sharonr,sharonr,6208243,vm_remote_job2,hl-xn134,5m01s,0s,Failed,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
41902,16/07/2023 10:57:07,/proj/vm.sharonr,sharonr,6208355,vm_remote_job2,hl-xn127,1m22s,0s,Failed,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
41903,16/07/2023 10:57:07,/proj/vm.sharonr,sharonr,6208275,vm_remote_job2,hl-xn124,4m20s,0s,Failed,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
41904,16/07/2023 10:57:08,/proj/vm.sharonr,sharonr,6208279,vm_remote_job2,hl-xn121,4m13s,0s,Failed,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
41905,16/07/2023 10:57:08,/proj/vm.sharonr,sharonr,6208353,vm_remote_job2,hl-xn126,1m29s,0s,Failed,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
41906,16/07/2023 10:57:08,/proj/vm.sharonr,sharonr,6208287,vm_remote_job2,hl-xn134,3m52s,0s,Failed,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
41907,16/07/2023 10:57:08,/proj/vm.sharonr,sharonr,6208251,vm_remote_job2,hl-xn134,5m01s,0s,Failed,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
41908,16/07/2023 10:57:08,/proj/vm.sharonr,sharonr,6208359,vm_remote_job2,hl-xn137,1m02s,0s,Failed,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
41909,16/07/2023 10:57:08,/proj/vm.sharonr,sharonr,6208237,vm_remote_job2,hl-xn137,5m02s,0s,Failed,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
41910,16/07/2023 10:57:10,/proj/vm.sharonr,sharonr,6208120,vm_remote_job2,hl-xn127,16m41s,0s,Failed,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
41911,16/07/2023 10:57:10,/proj/vm.sharonr,sharonr,6208126,vm_remote_job2,hl-xn127,16m07s,0s,Failed,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
41912,16/07/2023 10:57:10,/proj/vm.sharonr,sharonr,6208183,vm_remote_job2,hl-xn121,9m47s,0s,Failed,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
41913,16/07/2023 10:57:11,/proj/vm.sharonr,sharonr,6208357,vm_remote_job2,hl-xn124,1m19s,0s,Failed,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
41914,16/07/2023 10:57:11,/proj/vm.sharonr,sharonr,6208211,vm_remote_job2,hl-xn126,8m03s,0s,Failed,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
41915,16/07/2023 10:57:14,/proj/vm.sharonr,sharonr,6208283,vm_remote_job2,hl-xn134,3m59s,0s,Failed,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
41916,16/07/2023 10:57:14,/proj/vm.sharonr,sharonr,6208285,vm_remote_job2,hl-xn134,3m59s,0s,Failed,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
41917,16/07/2023 10:57:29,/proj/users.yasmineh,yasmineh,6208370,xrun,hl-xn126,34s,0s,Done,CORES/1,RAM/128,,,
41918,16/07/2023 10:57:31,/proj/vm.ofirf,ofirf,6208207,vm_remote_job2,hl-xn137,9m00s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
41919,16/07/2023 10:57:34,/proj/users.yasmineh,yasmineh,6208374,xrun,hl-xn126,4s,0s,Done,CORES/1,RAM/128,License:Xcelium_Single_Core#1,,
41920,16/07/2023 10:58:01,/proj/vm.sharonr,sharonr,6208366,vm_remote_job2,hl-xn134,1m13s,0s,Done,CORES/1,RAM/512,,,
41921,16/07/2023 10:58:02,/proj/users.yasmineh,yasmineh,6208380,vmanager,hl-xn126,17s,0s,Done,CORES/1,RAM/1536,,,
41922,16/07/2023 10:58:19,/proj/vm.sharonr,sharonr,6208403,vm_remote_job2,hl-xn126,16s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
41923,16/07/2023 10:58:20,/proj/vm.sharonr,sharonr,6208401,vm_remote_job2,hl-xn124,18s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
41924,16/07/2023 10:58:21,/proj/vm.ofirf,ofirf,6208301,vm_remote_job2,hl-xn127,4m57s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
41925,16/07/2023 10:58:24,/proj/vm.sharonr,sharonr,6208405,vm_remote_job2,hl-xn127,21s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
41926,16/07/2023 10:58:26,/proj/vm.ofirf,ofirf,6208223,vm_remote_job2,hl-xn134,7m56s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
41927,16/07/2023 10:58:32,/proj/users.netaneld,netaneld,6208289,xrun,hl-xn134,5m16s,0s,Failed,CORES/1,RAM/10000,License:Xcelium_Single_Core#1,,
41928,16/07/2023 10:58:39,/proj/vm.sharonr,sharonr,6208429,vm_remote_job2,hl-xn127,16s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
41929,16/07/2023 10:58:44,/proj/vm.yasmineh,yasmineh,6208415,vm_remote_job2,hl-xn134,27s,0s,Done,CORES/1,RAM/128,,,
41930,16/07/2023 10:58:53,/proj/vm.yasmineh,yasmineh,6208435,vm_remote_job2,hl-xn134,5s,0s,Done,CORES/1,RAM/128,License:Xcelium_Single_Core#1,,
41931,16/07/2023 10:58:54,/proj/vm.yasmineh,yasmineh,6208443,vm_remote_job2,hl-xn134,6s,0s,Done,CORES/1,RAM/128,License:Xcelium_Single_Core#1,,
41932,16/07/2023 10:58:55,/proj/vm.yasmineh,yasmineh,6208441,vm_remote_job2,hl-xn124,7s,0s,Done,CORES/1,RAM/128,License:Xcelium_Single_Core#1,,
41933,16/07/2023 10:58:56,/proj/vm.yasmineh,yasmineh,6208439,vm_remote_job2,hl-xn127,8s,0s,Done,CORES/1,RAM/128,License:Xcelium_Single_Core#1,,
41934,16/07/2023 10:58:59,/proj/vm.sharonr,sharonr,6208433,vm_remote_job2,hl-xn134,17s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
41935,16/07/2023 10:58:59,/proj/vm.yasmineh,yasmineh,6208451,vm_remote_job2,hl-xn134,5s,0s,Done,CORES/1,RAM/128,License:Xcelium_Single_Core#1,,
41936,16/07/2023 10:59:00,/proj/vm.yasmineh,yasmineh,6208453,vm_remote_job2,hl-xn134,6s,0s,Done,CORES/1,RAM/128,License:Xcelium_Single_Core#1,,
41937,16/07/2023 10:59:03,/proj/vm.yasmineh,yasmineh,6208455,vm_remote_job2,hl-xn127,6s,0s,Done,CORES/1,RAM/128,License:Xcelium_Single_Core#1,,
41938,16/07/2023 10:59:04,/proj/vm.yasmineh,yasmineh,6208457,vm_remote_job2,hl-xn124,5s,0s,Done,CORES/1,RAM/128,License:Xcelium_Single_Core#1,,
41939,16/07/2023 10:59:08,/proj/vm.yasmineh,yasmineh,6208461,vm_remote_job2,hl-xn134,5s,0s,Done,CORES/1,RAM/128,License:Xcelium_Single_Core#1,,
41940,16/07/2023 10:59:10,/proj/vm.yasmineh,yasmineh,6208463,vm_remote_job2,hl-xn127,6s,0s,Done,CORES/1,RAM/128,License:Xcelium_Single_Core#1,,
41941,16/07/2023 10:59:13,/proj/vm.yasmineh,yasmineh,6208465,vm_remote_job2,hl-xn124,7s,0s,Done,CORES/1,RAM/128,License:Xcelium_Single_Core#1,,
41942,16/07/2023 10:59:13,/proj/vm.yasmineh,yasmineh,6208467,vm_remote_job2,hl-xn134,5s,0s,Done,CORES/1,RAM/128,License:Xcelium_Single_Core#1,,
41943,16/07/2023 10:59:14,/proj/vm.yasmineh,yasmineh,6208469,vm_remote_job2,hl-xn134,6s,0s,Done,CORES/1,RAM/128,License:Xcelium_Single_Core#1,,
41944,16/07/2023 10:59:17,/proj/vm.yasmineh,yasmineh,6208471,vm_remote_job2,hl-xn127,6s,0s,Done,CORES/1,RAM/128,License:Xcelium_Single_Core#1,,
41945,16/07/2023 10:59:22,/proj/vm.yasmineh,yasmineh,6208473,vm_remote_job2,hl-xn134,5s,0s,Done,CORES/1,RAM/128,License:Xcelium_Single_Core#1,,
41946,16/07/2023 10:59:24,/proj/vm.yasmineh,yasmineh,6208475,vm_remote_job2,hl-xn124,7s,0s,Done,CORES/1,RAM/128,License:Xcelium_Single_Core#1,,
41947,16/07/2023 10:59:24,/proj/vm.yasmineh,yasmineh,6208477,vm_remote_job2,hl-xn127,7s,0s,Done,CORES/1,RAM/128,License:Xcelium_Single_Core#1,,
41948,16/07/2023 10:59:26,/proj/vm.yasmineh,yasmineh,6208479,vm_remote_job2,hl-xn134,6s,0s,Done,CORES/1,RAM/128,License:Xcelium_Single_Core#1,,
41949,16/07/2023 10:59:30,/proj/vm.yasmineh,yasmineh,6208481,vm_remote_job2,hl-xn127,6s,0s,Done,CORES/1,RAM/128,License:Xcelium_Single_Core#1,,
41950,16/07/2023 10:59:32,/proj/vm.yasmineh,yasmineh,6208483,vm_remote_job2,hl-xn124,7s,0s,Done,CORES/1,RAM/128,License:Xcelium_Single_Core#1,,
41951,16/07/2023 10:59:33,/proj/vm.yasmineh,yasmineh,6208485,vm_remote_job2,hl-xn134,6s,0s,Done,CORES/1,RAM/128,License:Xcelium_Single_Core#1,,
41952,16/07/2023 10:59:34,/proj/vm.yasmineh,yasmineh,6208487,vm_remote_job2,hl-xn134,5s,0s,Done,CORES/1,RAM/128,License:Xcelium_Single_Core#1,,
41953,16/07/2023 10:59:40,/proj/vm.yasmineh,yasmineh,6208491,vm_remote_job2,hl-xn124,6s,0s,Done,CORES/1,RAM/128,License:Xcelium_Single_Core#1,,
41954,16/07/2023 10:59:40,/proj/vm.yasmineh,yasmineh,6208489,vm_remote_job2,hl-xn127,7s,0s,Done,CORES/1,RAM/128,License:Xcelium_Single_Core#1,,
41955,16/07/2023 10:59:40,/proj/vm.yasmineh,yasmineh,6208493,vm_remote_job2,hl-xn134,5s,0s,Done,CORES/1,RAM/128,License:Xcelium_Single_Core#1,,
41956,16/07/2023 10:59:42,/proj/vm.yasmineh,yasmineh,6208495,vm_remote_job2,hl-xn134,7s,0s,Done,CORES/1,RAM/128,License:Xcelium_Single_Core#1,,
41957,16/07/2023 10:59:45,/proj/vm.sharonr,sharonr,6208409,vm_remote_job2,hl-xn121,1m42s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
41958,16/07/2023 10:59:47,/proj/vm.yasmineh,yasmineh,6208499,vm_remote_job2,hl-xn134,5s,0s,Done,CORES/1,RAM/128,License:Xcelium_Single_Core#1,,
41959,16/07/2023 10:59:47,/proj/vm.yasmineh,yasmineh,6208497,vm_remote_job2,hl-xn127,6s,0s,Done,CORES/1,RAM/128,License:Xcelium_Single_Core#1,,
41960,16/07/2023 10:59:49,/proj/vm.yasmineh,yasmineh,6208501,vm_remote_job2,hl-xn124,6s,0s,Done,CORES/1,RAM/128,License:Xcelium_Single_Core#1,,
41961,16/07/2023 10:59:49,/proj/vm.yasmineh,yasmineh,6208503,vm_remote_job2,hl-xn134,5s,0s,Done,CORES/1,RAM/128,License:Xcelium_Single_Core#1,,
41962,16/07/2023 10:59:53,/proj/vm.yasmineh,yasmineh,6208509,vm_remote_job2,hl-xn134,6s,0s,Done,CORES/1,RAM/128,License:Xcelium_Single_Core#1,,
41963,16/07/2023 10:59:56,/proj/vm.yasmineh,yasmineh,6208511,vm_remote_job2,hl-xn127,6s,0s,Done,CORES/1,RAM/128,License:Xcelium_Single_Core#1,,
41964,16/07/2023 10:59:57,/proj/vm.yasmineh,yasmineh,6208513,vm_remote_job2,hl-xn124,6s,0s,Done,CORES/1,RAM/128,License:Xcelium_Single_Core#1,,
41965,16/07/2023 10:59:58,/proj/vm.yasmineh,yasmineh,6208515,vm_remote_job2,hl-xn134,6s,0s,Done,CORES/1,RAM/128,License:Xcelium_Single_Core#1,,
41966,16/07/2023 11:00:03,/proj/vm.yasmineh,yasmineh,6208521,vm_remote_job2,hl-xn124,6s,0s,Done,CORES/1,RAM/128,License:Xcelium_Single_Core#1,,
41967,16/07/2023 11:00:03,/proj/vm.yasmineh,yasmineh,6208517,vm_remote_job2,hl-xn134,7s,0s,Done,CORES/1,RAM/128,License:Xcelium_Single_Core#1,,
41968,16/07/2023 11:00:03,/proj/vm.yasmineh,yasmineh,6208519,vm_remote_job2,hl-xn127,6s,0s,Done,CORES/1,RAM/128,License:Xcelium_Single_Core#1,,
41969,16/07/2023 11:00:07,/proj/vm.yasmineh,yasmineh,6208523,vm_remote_job2,hl-xn134,6s,0s,Done,CORES/1,RAM/128,License:Xcelium_Single_Core#1,,
41970,16/07/2023 11:00:09,/proj/vm.yasmineh,yasmineh,6208525,vm_remote_job2,hl-xn124,6s,0s,Done,CORES/1,RAM/128,License:Xcelium_Single_Core#1,,
41971,16/07/2023 11:00:11,/proj/vm.yasmineh,yasmineh,6208527,vm_remote_job2,hl-xn127,6s,0s,Done,CORES/1,RAM/128,License:Xcelium_Single_Core#1,,
41972,16/07/2023 11:00:13,/proj/vm.yasmineh,yasmineh,6208529,vm_remote_job2,hl-xn137,6s,0s,Done,CORES/1,RAM/128,License:Xcelium_Single_Core#1,,
41973,16/07/2023 11:00:16,/proj/vm.yasmineh,yasmineh,6208531,vm_remote_job2,hl-xn124,6s,0s,Done,CORES/1,RAM/128,License:Xcelium_Single_Core#1,,
41974,16/07/2023 11:00:18,/proj/vm.yasmineh,yasmineh,6208535,vm_remote_job2,hl-xn134,5s,0s,Done,CORES/1,RAM/128,License:Xcelium_Single_Core#1,,
41975,16/07/2023 11:00:19,/proj/vm.yasmineh,yasmineh,6208533,vm_remote_job2,hl-xn127,7s,0s,Done,CORES/1,RAM/128,License:Xcelium_Single_Core#1,,
41976,16/07/2023 11:00:21,/proj/vm.yasmineh,yasmineh,6208537,vm_remote_job2,hl-xn134,6s,0s,Done,CORES/1,RAM/128,License:Xcelium_Single_Core#1,,
41977,16/07/2023 11:00:23,/proj/vm.yasmineh,yasmineh,6208539,vm_remote_job2,hl-xn124,6s,0s,Done,CORES/1,RAM/128,License:Xcelium_Single_Core#1,,
41978,16/07/2023 11:00:28,/proj/vm.yasmineh,yasmineh,6208543,vm_remote_job2,hl-xn134,6s,0s,Done,CORES/1,RAM/128,License:Xcelium_Single_Core#1,,
41979,16/07/2023 11:00:28,/proj/vm.yasmineh,yasmineh,6208545,vm_remote_job2,hl-xn134,6s,0s,Done,CORES/1,RAM/128,License:Xcelium_Single_Core#1,,
41980,16/07/2023 11:00:28,/proj/vm.yasmineh,yasmineh,6208541,vm_remote_job2,hl-xn127,7s,0s,Done,CORES/1,RAM/128,License:Xcelium_Single_Core#1,,
41981,16/07/2023 11:00:29,/proj/vm.yasmineh,yasmineh,6208547,vm_remote_job2,hl-xn124,6s,0s,Done,CORES/1,RAM/128,License:Xcelium_Single_Core#1,,
41982,16/07/2023 11:00:34,/proj/vm.yasmineh,yasmineh,6208549,vm_remote_job2,hl-xn134,6s,0s,Done,CORES/1,RAM/128,License:Xcelium_Single_Core#1,,
41983,16/07/2023 11:00:34,/proj/vm.yasmineh,yasmineh,6208551,vm_remote_job2,hl-xn134,6s,0s,Done,CORES/1,RAM/128,License:Xcelium_Single_Core#1,,
41984,16/07/2023 11:00:36,/proj/vm.yasmineh,yasmineh,6208553,vm_remote_job2,hl-xn127,7s,0s,Done,CORES/1,RAM/128,License:Xcelium_Single_Core#1,,
41985,16/07/2023 11:00:40,/proj/vm.yasmineh,yasmineh,6208555,vm_remote_job2,hl-xn124,7s,0s,Failed,CORES/1,RAM/128,License:Xcelium_Single_Core#1,,
41986,16/07/2023 11:00:40,/proj/vm.yasmineh,yasmineh,6208559,vm_remote_job2,hl-xn127,3s,0s,Failed,CORES/1,RAM/128,License:Xcelium_Single_Core#1,,
41987,16/07/2023 11:00:44,/proj/vm.yasmineh,yasmineh,6208557,vm_remote_job2,hl-xn134,9s,0s,Failed,CORES/1,RAM/128,License:Xcelium_Single_Core#1,,
41988,16/07/2023 11:00:45,/proj/users.mannyn,mannyn,6208311,xrun,hl-xn137,6m42s,0s,Failed,CORES/1,RAM/10000,,,
41989,16/07/2023 11:00:49,/proj/vm.sharonr,sharonr,6208407,vm_remote_job2,hl-xn126,2m46s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
41990,16/07/2023 11:01:08,/proj/vm.ofirf,ofirf,6208299,vm_remote_job2,hl-xn121,7m48s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
41991,16/07/2023 11:01:12,/proj/vm.ofirf,ofirf,6208269,vm_remote_job2,hl-xn126,8m47s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
41992,16/07/2023 11:01:19,/proj/users.mannyn,mannyn,6208185,xrun,hl-xn124,13m55s,0s,Done,CORES/1,RAM/10000,License:Xcelium_Single_Core#1,,
41993,16/07/2023 11:02:36,/proj/vm.sharonr,sharonr,6208459,vm_remote_job2,hl-xn134,3m37s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
41994,16/07/2023 11:02:43,/proj/vm.ofirf,ofirf,6208309,vm_remote_job2,hl-xn126,8m56s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
41995,16/07/2023 11:02:57,/proj/vm.sharonr,sharonr,6208397,vm_remote_job2,hl-xn126,4m55s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
41996,16/07/2023 11:02:59,/proj/vm.sharonr,sharonr,6208399,vm_remote_job2,hl-xn121,4m57s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
41997,16/07/2023 11:04:09,/proj/vm.sharonr,sharonr,6208385,vm_remote_job2,hl-xn134,6m08s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
41998,16/07/2023 11:04:20,/proj/vm.sharonr,sharonr,6208507,vm_remote_job2,hl-xn121,4m35s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
41999,16/07/2023 11:04:20,/proj/users.sharonr,sharonr,6208589,vmanager,hl-xn124,23s,0s,Done,CORES/1,RAM/1536,,,
42000,16/07/2023 11:04:41,/proj/users.yasmineh,yasmineh,6208606,xrun,hl-xn137,2s,0s,Done,CORES/1,RAM/128,,,
42001,16/07/2023 11:04:46,/proj/users.yasmineh,yasmineh,6208611,xrun,hl-xn137,4s,0s,Done,CORES/1,RAM/128,License:Xcelium_Single_Core#1,,
42002,16/07/2023 11:05:13,/proj/vm.sharonr,sharonr,6208413,vm_remote_job2,hl-xn124,7m09s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
42003,16/07/2023 11:06:16,/proj/vm.sharonr,sharonr,6208602,vm_remote_job2,hl-xn124,1m44s,0s,Done,CORES/1,RAM/512,,,
42004,16/07/2023 11:06:26,/proj/vm.sharonr,sharonr,6208629,vm_remote_job2,hl-xn137,9s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
42005,16/07/2023 11:06:35,/proj/vm.sharonr,sharonr,6208625,vm_remote_job2,hl-xn127,18s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
42006,16/07/2023 11:07:07,/proj/vm.ofirf,ofirf,6208316,vm_remote_job2,hl-xn124,12m58s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
42007,16/07/2023 11:07:22,/proj/vm.sharonr,sharonr,6208587,vm_remote_job2,hl-xn121,4m21s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
42008,16/07/2023 11:07:27,/proj/vm.sharonr,sharonr,6208566,vm_remote_job2,hl-xn126,6m38s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
42009,16/07/2023 11:07:32,/proj/vm.ofirf,ofirf,6208329,vm_remote_job2,hl-xn127,12m59s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
42010,16/07/2023 11:07:40,/proj/vm.sharonr,sharonr,6208651,vm_remote_job2,hl-xn121,18s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
42011,16/07/2023 11:07:47,/proj/vm.sharonr,sharonr,6208393,vm_remote_job2,hl-xn124,9m45s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
42012,16/07/2023 11:07:50,/proj/vm.sharonr,sharonr,6208411,vm_remote_job2,hl-xn127,9m47s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
42013,16/07/2023 11:08:42,/proj/vm.ofirf,ofirf,6208583,vm_remote_job2,hl-xn126,5m59s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
42014,16/07/2023 11:08:46,/proj/vm.sharonr,sharonr,6208387,vm_remote_job2,hl-xn134,10m45s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
42015,16/07/2023 11:08:51,/proj/vm.sharonr,sharonr,6208395,vm_remote_job2,hl-xn127,10m49s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
42016,16/07/2023 11:08:57,/proj/vm.ofirf,ofirf,6208327,vm_remote_job2,hl-xn127,14m25s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
42017,16/07/2023 11:09:08,/proj/users.ci,ci,6208684,xrun,hl-xn134,5s,0s,Done,CORES/1,RAM/512,,,
42018,16/07/2023 11:09:16,/proj/vm.ofirf,ofirf,6208568,vm_remote_job2,hl-xn126,8m04s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
42019,16/07/2023 11:09:22,/proj/users.ci,ci,6208689,xrun,hl-xn134,14s,0s,Failed,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,Limit:cluster_sim_ci#1,
42020,16/07/2023 11:09:27,/proj/vm.sharonr,sharonr,6208635,vm_remote_job2,hl-xn134,3m09s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
42021,16/07/2023 11:10:14,/proj/vm.sharonr,sharonr,6208661,vm_remote_job2,hl-xn127,2m21s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
42022,16/07/2023 11:10:34,/proj/vm.sharonr,sharonr,6208619,vm_remote_job2,hl-xn124,4m18s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
42023,16/07/2023 11:10:44,/proj/vm.sharonr,sharonr,6208585,vm_remote_job2,hl-xn126,7m45s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
42024,16/07/2023 11:10:45,/proj/vm.sharonr,sharonr,6208631,vm_remote_job2,hl-xn137,4m27s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
42025,16/07/2023 11:10:46,/proj/vm.sharonr,sharonr,6208701,vm_remote_job2,hl-xn124,12s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
42026,16/07/2023 11:10:54,/proj/vm.sharonr,sharonr,6208623,vm_remote_job2,hl-xn134,4m37s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
42027,16/07/2023 11:11:08,/proj/vm.ofirf,ofirf,6208271,vm_remote_job2,hl-xn137,18m35s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
42028,16/07/2023 11:11:15,/proj/vm.sharonr,sharonr,6208594,vm_remote_job2,hl-xn134,7m06s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
42029,16/07/2023 11:11:30,/proj/vm.sharonr,sharonr,6208713,vm_remote_job2,hl-xn134,12s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
42030,16/07/2023 11:11:54,/proj/users.sharonr,sharonr,6208722,vmanager,hl-xn137,15s,0s,Done,CORES/1,RAM/1536,,,
42031,16/07/2023 11:12:19,/proj/vm.sharonr,sharonr,6208673,vm_remote_job2,hl-xn134,3m33s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
42032,16/07/2023 11:12:43,/proj/vm.sharonr,sharonr,6208391,vm_remote_job2,hl-xn126,14m42s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
42033,16/07/2023 11:12:49,/proj/vm.sharonr,sharonr,6208600,vm_remote_job2,hl-xn121,8m29s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
42034,16/07/2023 11:12:56,/proj/vm.sharonr,sharonr,6208653,vm_remote_job2,hl-xn126,5m26s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
42035,16/07/2023 11:12:57,/proj/vm.ofirf,ofirf,6208695,vm_remote_job2,hl-xn126,3m41s,0s,Done,CORES/1,RAM/4000,License:Xcelium_Single_Core#1,,
42036,16/07/2023 11:12:58,/time/users.oria,oria,6208715,make,hl-xn134,1m29s,0s,Failed,CORES/1,RAM/256MB,,,
42037,16/07/2023 11:13:06,/time/users.adih,adih,6208733,simvision,hl-xn134,39s,0s,Done,CORES/0,RAM/1024,License:Affirma_sim_analysis_env#1,,
